Time-stamp [msec];average number of samplings per node;average hopcount of received frames;average number of received sourced frames per node;relative delivery error [%];average energy of nodes [%];average communication energy of nodes [%];average number of extreme samplings per node;rate of alive nodes [%]
31200;0.800000;3.802326;0.716667;10.416667;88.285049;6.203396;0.258333;100.000000
31300;0.800000;3.802326;0.716667;10.416667;88.285033;6.203396;0.258333;100.000000
31400;0.800000;3.802326;0.716667;10.416667;88.285018;6.203396;0.258333;100.000000
31500;0.800000;3.802326;0.716667;10.416667;88.285002;6.203396;0.258333;100.000000
31600;0.800000;3.802326;0.716667;10.416667;88.284986;6.203396;0.258333;100.000000
31700;0.800000;3.802326;0.716667;10.416667;88.284970;6.203396;0.258333;100.000000
31800;0.800000;3.802326;0.716667;10.416667;88.284955;6.203396;0.258333;100.000000
31900;0.800000;3.802326;0.716667;10.416667;88.284939;6.203396;0.258333;100.000000
32000;0.800000;3.802326;0.716667;10.416667;88.284923;6.203396;0.258333;100.000000
32100;0.800000;3.802326;0.716667;10.416667;88.284908;6.203396;0.258333;100.000000
32200;0.800000;3.802326;0.716667;10.416667;88.284892;6.203396;0.258333;100.000000
32300;0.800000;3.802326;0.716667;10.416667;88.284876;6.203396;0.258333;100.000000
32400;0.800000;3.802326;0.716667;10.416667;88.284860;6.203396;0.258333;100.000000
32500;0.800000;3.802326;0.716667;10.416667;88.284845;6.203396;0.258333;100.000000
32600;0.808333;3.770115;0.725000;10.309278;88.278077;6.209421;0.266667;100.000000
32700;0.808333;3.770115;0.725000;10.309278;88.278062;6.209421;0.266667;100.000000
32800;0.808333;3.770115;0.725000;10.309278;88.278046;6.209421;0.266667;100.000000
32900;0.816667;3.770115;0.725000;11.224490;88.211328;6.268519;0.275000;100.000000
33000;0.816667;3.818182;0.733333;10.204082;88.124003;6.348337;0.275000;100.000000
33100;0.825000;3.808989;0.741667;10.101010;88.089326;6.379550;0.283333;100.000000
33200;0.825000;3.808989;0.741667;10.101010;88.089310;6.379550;0.283333;100.000000
33300;0.833333;3.800000;0.750000;10.000000;88.037850;6.426014;0.291667;100.000000
33400;0.833333;3.800000;0.750000;10.000000;88.037834;6.426014;0.291667;100.000000
33500;0.833333;3.800000;0.750000;10.000000;88.037818;6.426014;0.291667;100.000000
33600;0.833333;3.800000;0.750000;10.000000;88.037803;6.426014;0.291667;100.000000
33700;0.833333;3.800000;0.750000;10.000000;88.037787;6.426014;0.291667;100.000000
33800;0.833333;3.800000;0.750000;10.000000;88.037771;6.426014;0.291667;100.000000
33900;0.833333;3.800000;0.750000;10.000000;88.037756;6.426014;0.291667;100.000000
34000;0.833333;3.800000;0.750000;10.000000;88.037740;6.426014;0.291667;100.000000
34100;0.833333;3.800000;0.750000;10.000000;88.037724;6.426014;0.291667;100.000000
34200;0.841667;3.800000;0.750000;10.891089;87.975633;6.480909;0.300000;100.000000
34300;0.850000;3.824176;0.758333;10.784314;87.872221;6.573471;0.308333;100.000000
34400;0.850000;3.824176;0.758333;10.784314;87.871944;6.573473;0.308333;100.000000
34500;0.850000;3.824176;0.758333;10.784314;87.871928;6.573473;0.308333;100.000000
34600;0.850000;3.824176;0.758333;10.784314;87.871912;6.573473;0.308333;100.000000
34700;0.850000;3.824176;0.758333;10.784314;87.871896;6.573473;0.308333;100.000000
34800;0.850000;3.824176;0.758333;10.784314;87.871881;6.573473;0.308333;100.000000
34900;0.850000;3.824176;0.758333;10.784314;87.871865;6.573473;0.308333;100.000000
35000;0.850000;3.824176;0.758333;10.784314;87.871849;6.573473;0.308333;100.000000
35100;0.850000;3.824176;0.758333;10.784314;87.871834;6.573473;0.308333;100.000000
35200;0.850000;3.824176;0.758333;10.784314;87.871818;6.573473;0.308333;100.000000
35300;0.858333;3.824176;0.758333;11.650485;87.811306;6.625321;0.316667;100.000000
35400;0.858333;3.824176;0.758333;11.650485;87.811037;6.625323;0.316667;100.000000
35500;0.858333;3.824176;0.758333;11.650485;87.811021;6.625323;0.316667;100.000000
35600;0.858333;3.824176;0.758333;11.650485;87.811005;6.625323;0.316667;100.000000
35700;0.858333;3.824176;0.758333;11.650485;87.810990;6.625323;0.316667;100.000000
35800;0.858333;3.824176;0.758333;11.650485;87.810974;6.625323;0.316667;100.000000
35900;0.875000;3.824176;0.758333;13.333333;87.790824;6.639415;0.333333;100.000000
36000;0.875000;3.826087;0.766667;12.380952;87.732804;6.693087;0.333333;100.000000
36100;0.875000;3.826087;0.766667;12.380952;87.732788;6.693087;0.333333;100.000000
36200;0.875000;3.826087;0.766667;12.380952;87.732773;6.693087;0.333333;100.000000
36300;0.875000;3.826087;0.766667;12.380952;87.732757;6.693087;0.333333;100.000000
36400;0.875000;3.826087;0.766667;12.380952;87.732741;6.693087;0.333333;100.000000
36500;0.883333;3.806452;0.775000;12.264151;87.692400;6.729535;0.341667;100.000000
36600;0.883333;3.806452;0.775000;12.264151;87.692384;6.729535;0.341667;100.000000
36700;0.883333;3.806452;0.775000;12.264151;87.692369;6.729535;0.341667;100.000000
36800;0.891667;3.797872;0.783333;12.149533;87.655624;6.762620;0.350000;100.000000
36900;0.891667;3.797872;0.783333;12.149533;87.655608;6.762620;0.350000;100.000000
37000;0.891667;3.797872;0.783333;12.149533;87.655592;6.762620;0.350000;100.000000
37100;0.900000;3.797872;0.783333;12.962963;87.618714;6.794482;0.358333;100.000000
37200;0.900000;3.797872;0.783333;12.962963;87.618445;6.794483;0.358333;100.000000
37300;0.900000;3.797872;0.783333;12.962963;87.618429;6.794483;0.358333;100.000000
37400;0.900000;3.797872;0.783333;12.962963;87.618414;6.794483;0.358333;100.000000
37500;0.900000;3.797872;0.783333;12.962963;87.618398;6.794483;0.358333;100.000000
37600;0.900000;3.797872;0.783333;12.962963;87.618382;6.794483;0.358333;100.000000
37700;0.900000;3.797872;0.783333;12.962963;87.618367;6.794483;0.358333;100.000000
37800;0.900000;3.797872;0.783333;12.962963;87.618351;6.794483;0.358333;100.000000
37900;0.900000;3.797872;0.783333;12.962963;87.618335;6.794483;0.358333;100.000000
38000;0.900000;3.797872;0.783333;12.962963;87.618320;6.794483;0.358333;100.000000
38100;0.900000;3.797872;0.783333;12.962963;87.618304;6.794483;0.358333;100.000000
38200;0.900000;3.797872;0.783333;12.962963;87.618288;6.794483;0.358333;100.000000
38300;0.900000;3.797872;0.783333;12.962963;87.618272;6.794483;0.358333;100.000000
38400;0.900000;3.797872;0.783333;12.962963;87.618257;6.794483;0.358333;100.000000
38500;0.900000;3.797872;0.783333;12.962963;87.618241;6.794483;0.358333;100.000000
38600;0.900000;3.797872;0.783333;12.962963;87.618225;6.794483;0.358333;100.000000
38700;0.900000;3.797872;0.783333;12.962963;87.618210;6.794483;0.358333;100.000000
38800;0.900000;3.797872;0.783333;12.962963;87.618194;6.794483;0.358333;100.000000
38900;0.900000;3.797872;0.783333;12.962963;87.618178;6.794483;0.358333;100.000000
39000;0.900000;3.797872;0.783333;12.962963;87.618162;6.794483;0.358333;100.000000
39100;0.908333;3.768421;0.791667;12.844037;87.615965;6.796353;0.366667;100.000000
39200;0.908333;3.768421;0.791667;12.844037;87.615949;6.796353;0.366667;100.000000
39300;0.908333;3.768421;0.791667;12.844037;87.615934;6.796353;0.366667;100.000000
39400;0.916667;3.768421;0.791667;13.636364;87.613331;6.796383;0.375000;100.000000
39500;0.925000;3.760417;0.800000;13.513514;87.538058;6.863513;0.383333;100.000000
39600;0.925000;3.752577;0.808333;12.612613;87.509193;6.892039;0.383333;100.000000
39700;0.925000;3.752577;0.808333;12.612613;87.509177;6.892039;0.383333;100.000000
39800;0.933333;3.765306;0.816667;12.500000;87.436192;6.957886;0.391667;100.000000
39900;0.933333;3.765306;0.816667;12.500000;87.436176;6.957886;0.391667;100.000000
40000;0.933333;3.765306;0.816667;12.500000;87.436160;6.957886;0.391667;100.000000
40100;0.933333;3.765306;0.816667;12.500000;87.436145;6.957886;0.391667;100.000000
40200;0.933333;3.765306;0.816667;12.500000;87.436129;6.957886;0.391667;100.000000
40300;0.933333;3.765306;0.816667;12.500000;87.436113;6.957886;0.391667;100.000000
40400;0.941667;3.757576;0.825000;12.389381;87.386680;7.002507;0.400000;100.000000
40500;0.941667;3.757576;0.825000;12.389381;87.386664;7.002507;0.400000;100.000000
40600;0.950000;3.740000;0.833333;12.280702;87.374026;7.013775;0.408333;100.000000
40700;0.950000;3.740000;0.833333;12.280702;87.374011;7.013775;0.408333;100.000000
40800;0.950000;3.740000;0.833333;12.280702;87.373995;7.013775;0.408333;100.000000
40900;0.950000;3.740000;0.833333;12.280702;87.373979;7.013775;0.408333;100.000000
41000;0.950000;3.740000;0.833333;12.280702;87.373963;7.013775;0.408333;100.000000
41100;0.950000;3.740000;0.833333;12.280702;87.373948;7.013775;0.408333;100.000000
41200;0.950000;3.740000;0.833333;12.280702;87.373932;7.013775;0.408333;100.000000
41300;0.950000;3.740000;0.833333;12.280702;87.373916;7.013775;0.408333;100.000000
41400;0.950000;3.740000;0.833333;12.280702;87.373901;7.013775;0.408333;100.000000
41500;0.950000;3.740000;0.833333;12.280702;87.373885;7.013775;0.408333;100.000000
41600;0.950000;3.740000;0.833333;12.280702;87.373869;7.013775;0.408333;100.000000
41700;0.950000;3.740000;0.833333;12.280702;87.373854;7.013775;0.408333;100.000000
41800;0.950000;3.740000;0.833333;12.280702;87.373838;7.013775;0.408333;100.000000
41900;0.958333;3.742574;0.841667;12.173913;87.300335;7.080179;0.416667;100.000000
42000;0.958333;3.742574;0.841667;12.173913;87.300319;7.080179;0.416667;100.000000
42100;0.958333;3.742574;0.841667;12.173913;87.300303;7.080179;0.416667;100.000000
42200;0.958333;3.742574;0.841667;12.173913;87.300288;7.080179;0.416667;100.000000
42300;0.958333;3.742574;0.841667;12.173913;87.300272;7.080179;0.416667;100.000000
42400;0.958333;3.742574;0.841667;12.173913;87.300256;7.080179;0.416667;100.000000
42500;0.958333;3.742574;0.841667;12.173913;87.300241;7.080179;0.416667;100.000000
42600;0.958333;3.742574;0.841667;12.173913;87.300225;7.080179;0.416667;100.000000
42700;0.958333;3.742574;0.841667;12.173913;87.300209;7.080179;0.416667;100.000000
42800;0.958333;3.742574;0.841667;12.173913;87.300193;7.080179;0.416667;100.000000
42900;0.958333;3.742574;0.841667;12.173913;87.300178;7.080179;0.416667;100.000000
43000;0.958333;3.742574;0.841667;12.173913;87.300162;7.080179;0.416667;100.000000
43100;0.958333;3.742574;0.841667;12.173913;87.300146;7.080179;0.416667;100.000000
43200;0.958333;3.742574;0.841667;12.173913;87.300131;7.080179;0.416667;100.000000
43300;0.958333;3.742574;0.841667;12.173913;87.300115;7.080179;0.416667;100.000000
43400;0.958333;3.742574;0.841667;12.173913;87.300099;7.080179;0.416667;100.000000
43500;0.966667;3.742574;0.841667;12.931034;87.241174;7.132147;0.425000;100.000000
43600;0.966667;3.742574;0.841667;12.931034;87.240897;7.132149;0.425000;100.000000
43700;0.966667;3.742574;0.841667;12.931034;87.240881;7.132149;0.425000;100.000000
43800;0.966667;3.742574;0.841667;12.931034;87.240866;7.132149;0.425000;100.000000
43900;0.966667;3.742574;0.841667;12.931034;87.240850;7.132149;0.425000;100.000000
44000;0.975000;3.742574;0.841667;13.675214;87.202679;7.164662;0.433333;100.000000
44100;0.975000;3.742574;0.841667;13.675214;87.202402;7.164663;0.433333;100.000000
44200;0.975000;3.742574;0.841667;13.675214;87.202386;7.164663;0.433333;100.000000
44300;0.975000;3.742574;0.841667;13.675214;87.202370;7.164663;0.433333;100.000000
44400;0.975000;3.742574;0.841667;13.675214;87.202355;7.164663;0.433333;100.000000
44500;0.975000;3.742574;0.841667;13.675214;87.202339;7.164663;0.433333;100.000000
44600;0.975000;3.742574;0.841667;13.675214;87.202323;7.164663;0.433333;100.000000
44700;0.975000;3.742574;0.841667;13.675214;87.202308;7.164663;0.433333;100.000000
44800;0.975000;3.742574;0.841667;13.675214;87.202292;7.164663;0.433333;100.000000
44900;0.975000;3.742574;0.841667;13.675214;87.202276;7.164663;0.433333;100.000000
45000;0.975000;3.742574;0.841667;13.675214;87.202260;7.164663;0.433333;100.000000
45100;0.983333;3.742574;0.841667;14.406780;87.154896;7.206058;0.441667;100.000000
45200;0.983333;3.742574;0.841667;14.406780;87.154628;7.206060;0.441667;100.000000
45300;0.983333;3.742574;0.841667;14.406780;87.154612;7.206060;0.441667;100.000000
45400;0.983333;3.742574;0.841667;14.406780;87.154596;7.206060;0.441667;100.000000
45500;0.983333;3.742574;0.841667;14.406780;87.154581;7.206060;0.441667;100.000000
45600;0.983333;3.742574;0.841667;14.406780;87.154565;7.206060;0.441667;100.000000
45700;0.983333;3.742574;0.841667;14.406780;87.154549;7.206060;0.441667;100.000000
45800;0.983333;3.742574;0.841667;14.406780;87.154533;7.206060;0.441667;100.000000
45900;0.983333;3.742574;0.841667;14.406780;87.154518;7.206060;0.441667;100.000000
46000;0.983333;3.742574;0.841667;14.406780;87.154502;7.206060;0.441667;100.000000
46100;0.983333;3.742574;0.841667;14.406780;87.154486;7.206060;0.441667;100.000000
46200;0.983333;3.742574;0.841667;14.406780;87.154471;7.206060;0.441667;100.000000
46300;0.983333;3.742574;0.841667;14.406780;87.154455;7.206060;0.441667;100.000000
46400;0.983333;3.742574;0.841667;14.406780;87.154439;7.206060;0.441667;100.000000
46500;0.983333;3.742574;0.841667;14.406780;87.154424;7.206060;0.441667;100.000000
46600;0.983333;3.742574;0.841667;14.406780;87.154408;7.206060;0.441667;100.000000
46700;0.991667;3.742574;0.841667;15.126050;87.087819;7.264036;0.450000;100.000000
46800;0.991667;3.742574;0.841667;15.126050;87.087542;7.264037;0.450000;100.000000
46900;0.991667;3.742574;0.841667;15.126050;87.087526;7.264037;0.450000;100.000000
47000;0.991667;3.742574;0.841667;15.126050;87.087511;7.264037;0.450000;100.000000
47100;0.991667;3.742574;0.841667;15.126050;87.087495;7.264037;0.450000;100.000000
47200;0.991667;3.742574;0.841667;15.126050;87.087479;7.264037;0.450000;100.000000
47300;1.000000;3.742574;0.841667;15.833333;87.085297;7.264062;0.458333;100.000000
47400;1.008333;3.745098;0.850000;15.702479;86.996747;7.343896;0.466667;100.000000
47500;1.008333;3.745098;0.850000;15.702479;86.996731;7.343896;0.466667;100.000000
47600;1.008333;3.745098;0.850000;15.702479;86.996715;7.343896;0.466667;100.000000
47700;1.008333;3.745098;0.850000;15.702479;86.996699;7.343896;0.466667;100.000000
47800;1.008333;3.745098;0.850000;15.702479;86.996684;7.343896;0.466667;100.000000
47900;1.008333;3.745098;0.850000;15.702479;86.996668;7.343896;0.466667;100.000000
48000;1.008333;3.745098;0.850000;15.702479;86.996652;7.343896;0.466667;100.000000
48100;1.016667;3.745098;0.850000;16.393443;86.945023;7.388417;0.475000;100.000000
48200;1.016667;3.747573;0.858333;15.573770;86.918144;7.414483;0.475000;100.000000
48300;1.016667;3.747573;0.858333;15.573770;86.918128;7.414483;0.475000;100.000000
48400;1.016667;3.747573;0.858333;15.573770;86.918112;7.414483;0.475000;100.000000
48500;1.016667;3.747573;0.858333;15.573770;86.918096;7.414483;0.475000;100.000000
48600;1.016667;3.747573;0.858333;15.573770;86.918081;7.414483;0.475000;100.000000
48700;1.016667;3.747573;0.858333;15.573770;86.918065;7.414483;0.475000;100.000000
48800;1.016667;3.747573;0.858333;15.573770;86.918049;7.414483;0.475000;100.000000
48900;1.016667;3.747573;0.858333;15.573770;86.918034;7.414483;0.475000;100.000000
49000;1.016667;3.747573;0.858333;15.573770;86.918018;7.414483;0.475000;100.000000
49100;1.016667;3.747573;0.858333;15.573770;86.918002;7.414483;0.475000;100.000000
49200;1.016667;3.747573;0.858333;15.573770;86.917987;7.414483;0.475000;100.000000
49300;1.016667;3.747573;0.858333;15.573770;86.917971;7.414483;0.475000;100.000000
49400;1.016667;3.747573;0.858333;15.573770;86.917955;7.414483;0.475000;100.000000
49500;1.025000;3.721154;0.866667;15.447154;86.916431;7.415740;0.483333;100.000000
49600;1.033333;3.721154;0.866667;16.129032;86.914280;7.415763;0.491667;100.000000
49700;1.033333;3.721154;0.866667;16.129032;86.914019;7.415765;0.491667;100.000000
49800;1.033333;3.721154;0.866667;16.129032;86.914003;7.415765;0.491667;100.000000
49900;1.033333;3.721154;0.866667;16.129032;86.913987;7.415765;0.491667;100.000000
50000;1.033333;3.721154;0.866667;16.129032;86.913972;7.415765;0.491667;100.000000
50100;1.033333;3.721154;0.866667;16.129032;86.913956;7.415765;0.491667;100.000000
50200;1.033333;3.721154;0.866667;16.129032;86.913940;7.415765;0.491667;100.000000
50300;1.033333;3.721154;0.866667;16.129032;86.913925;7.415765;0.491667;100.000000
50400;1.033333;3.721154;0.866667;16.129032;86.913909;7.415765;0.491667;100.000000
50500;1.033333;3.721154;0.866667;16.129032;86.913893;7.415765;0.491667;100.000000
50600;1.033333;3.721154;0.866667;16.129032;86.913877;7.415765;0.491667;100.000000
50700;1.033333;3.721154;0.866667;16.129032;86.913862;7.415765;0.491667;100.000000
50800;1.033333;3.721154;0.866667;16.129032;86.913846;7.415765;0.491667;100.000000
50900;1.033333;3.721154;0.866667;16.129032;86.913830;7.415765;0.491667;100.000000
51000;1.033333;3.721154;0.866667;16.129032;86.913815;7.415765;0.491667;100.000000
51100;1.033333;3.721154;0.866667;16.129032;86.913799;7.415765;0.491667;100.000000
51200;1.033333;3.721154;0.866667;16.129032;86.913783;7.415765;0.491667;100.000000
51300;1.033333;3.721154;0.866667;16.129032;86.913768;7.415765;0.491667;100.000000
51400;1.033333;3.721154;0.866667;16.129032;86.913752;7.415765;0.491667;100.000000
51500;1.033333;3.721154;0.866667;16.129032;86.913736;7.415765;0.491667;100.000000
51600;1.033333;3.721154;0.866667;16.129032;86.913720;7.415765;0.491667;100.000000
51700;1.033333;3.721154;0.866667;16.129032;86.913705;7.415765;0.491667;100.000000
51800;1.033333;3.721154;0.866667;16.129032;86.913689;7.415765;0.491667;100.000000
51900;1.033333;3.721154;0.866667;16.129032;86.913673;7.415765;0.491667;100.000000
52000;1.033333;3.721154;0.866667;16.129032;86.913658;7.415765;0.491667;100.000000
52100;1.033333;3.721154;0.866667;16.129032;86.913642;7.415765;0.491667;100.000000
52200;1.033333;3.721154;0.866667;16.129032;86.913626;7.415765;0.491667;100.000000
52300;1.033333;3.721154;0.866667;16.129032;86.913610;7.415765;0.491667;100.000000
52400;1.033333;3.721154;0.866667;16.129032;86.913595;7.415765;0.491667;100.000000
52500;1.033333;3.721154;0.866667;16.129032;86.913579;7.415765;0.491667;100.000000
52600;1.033333;3.721154;0.866667;16.129032;86.913563;7.415765;0.491667;100.000000
52700;1.033333;3.721154;0.866667;16.129032;86.913548;7.415765;0.491667;100.000000
52800;1.033333;3.721154;0.866667;16.129032;86.913532;7.415765;0.491667;100.000000
52900;1.033333;3.721154;0.866667;16.129032;86.913516;7.415765;0.491667;100.000000
53000;1.033333;3.721154;0.866667;16.129032;86.913501;7.415765;0.491667;100.000000
53100;1.033333;3.721154;0.866667;16.129032;86.913485;7.415765;0.491667;100.000000
53200;1.041667;3.721154;0.866667;16.800000;86.865092;7.457295;0.500000;100.000000
53300;1.050000;3.721154;0.866667;17.460317;86.820632;7.495120;0.508333;100.000000
53400;1.050000;3.721154;0.866667;17.460317;86.820364;7.495121;0.508333;100.000000
53500;1.050000;3.721154;0.866667;17.460317;86.820348;7.495121;0.508333;100.000000
53600;1.050000;3.721154;0.866667;17.460317;86.820332;7.495121;0.508333;100.000000
53700;1.050000;3.721154;0.866667;17.460317;86.820317;7.495121;0.508333;100.000000
53800;1.050000;3.721154;0.866667;17.460317;86.820301;7.495121;0.508333;100.000000
53900;1.050000;3.721154;0.866667;17.460317;86.820285;7.495121;0.508333;100.000000
54000;1.050000;3.721154;0.866667;17.460317;86.820269;7.495121;0.508333;100.000000
54100;1.050000;3.721154;0.866667;17.460317;86.820254;7.495121;0.508333;100.000000
54200;1.050000;3.721154;0.866667;17.460317;86.820238;7.495121;0.508333;100.000000
54300;1.050000;3.721154;0.866667;17.460317;86.820222;7.495121;0.508333;100.000000
54400;1.050000;3.721154;0.866667;17.460317;86.820207;7.495121;0.508333;100.000000
54500;1.050000;3.721154;0.866667;17.460317;86.820191;7.495121;0.508333;100.000000
54600;1.050000;3.721154;0.866667;17.460317;86.820175;7.495121;0.508333;100.000000
54700;1.050000;3.721154;0.866667;17.460317;86.820159;7.495121;0.508333;100.000000
54800;1.050000;3.721154;0.866667;17.460317;86.820144;7.495121;0.508333;100.000000
54900;1.050000;3.721154;0.866667;17.460317;86.820128;7.495121;0.508333;100.000000
